elapsedTime,frq_rt, col_rt, frq_m, col_m, amp_rt, amp_m, total, framerate;
15592,346.1905,209.9424,73.41552,44.30257,1.2823501E-4,0.28571513,50,17.764603;
15644,346.1905,209.9424,74.23895,44.80259,1.2629703E-4,0.2841946,50,18.073887;
15696,342.37143,207.6233,75.04795,45.293846,9.431002E-4,0.28287366,50,18.128487;
15768,341.6238,207.16933,75.85243,45.78236,6.4204005E-4,0.2818966,50,18.300808;
15819,343.6476,208.39825,76.66847,46.277893,6.755934E-4,0.28183424,50,17.853374;
15870,343.54523,208.33609,77.48588,46.774254,1.7765773E-4,0.28061157,50,18.024292;
15919,343.54523,208.33609,78.30347,47.270725,1.0761282E-4,0.27974343,50,18.18149;
15970,343.54523,208.33609,79.11981,47.76644,1.0166129E-4,0.27781785,50,18.424541;
16024,343.54523,208.33609,79.93696,48.262646,9.21497E-5,0.27653086,50,18.479301;
16077,343.54523,208.33609,80.75336,48.7584,9.774513E-5,0.27463147,50,18.534763;
16126,343.54523,208.33609,81.57002,49.25431,9.9411955E-5,0.27407366,50,18.56632;
16174,343.54523,208.33609,82.38782,49.750904,1.1426862E-4,0.27289715,50,18.758183;
16221,343.54523,208.33609,83.20375,50.246372,8.863987E-5,0.27142456,50,18.974072;
16267,343.54523,208.33609,84.01984,50.741932,1.08440014E-4,0.27032626,50,19.169695;
16314,343.54523,208.33609,84.83738,51.238377,9.734579E-5,0.2694324,50,19.408047;
16361,343.54523,208.33609,85.653336,51.73386,1.2216397E-4,0.26847237,50,19.653936;
16409,343.54523,208.33609,86.46914,52.229248,1.3446104E-4,0.26684484,50,19.831013;
16457,343.54523,208.33609,87.28703,52.725906,1.03358136E-4,0.2654682,50,19.909498;
16508,343.54523,208.33609,88.102715,53.221222,9.3659226E-5,0.26540363,50,20.011545;
16558,343.54523,208.33609,88.919716,53.717335,1.3554381E-4,0.26400232,50,19.945957;
16603,343.54523,208.33609,89.73764,54.214012,8.724403E-5,0.26356637,50,19.911205;
16648,343.54523,208.33609,90.5546,54.710102,9.630024E-5,0.26303244,50,20.174706;
16693,343.54523,208.33609,91.37187,55.206383,9.537341E-5,0.26080078,50,20.41925;
16744,343.54523,208.33609,92.18828,55.702133,8.843963E-5,0.25945497,50,20.566605;
16798,343.54523,208.33609,93.00559,56.19844,9.8958764E-5,0.25932422,50,20.466415;
16844,343.54523,208.33609,93.823364,56.695026,1.00794125E-4,0.25776106,50,20.28891;
16890,344.2619,208.77127,94.64106,57.191563,5.8995304E-4,0.25613353,50,20.46184;
16934,355.79523,215.77477,95.47484,57.69787,0.0066925073,0.25445235,50,20.462978;
